Angles,Carriage,SID,FX,FY,FZ,DetX,DetY,FXCorr,FYCorr,FZCorr,DetXCorr,DetYCorr
14.3,-43.5428571428572,1104.0,229.14405290305098,0.0,1069.793367473184,-256.5148598875319,-212.97200274467468,230.08606823682354,-0.9981281087217818,1067.7903439315312,-256.79626903362293,-212.7556859285885
15.0,-45.64285714285711,1104.0,240.09336865032577,0.0,1066.3821122231313,-258.6148598875318,-212.97200274467468,239.24051650648187,-1.2070203629283567,1064.6145941570703,-258.8100929346199,-212.74544007468046
15.6,-47.74285714285725,1104.0,249.14462481639612,0.0,1063.3314737446146,-260.71485988753193,-212.97200274467468,247.2807379435826,-1.5313650009154207,1056.193515081111,-260.8330977477353,-212.74687201541812
16.3,-49.74285714285725,1104.0,260.1131895056925,0.0,1059.6250423406063,-262.71485988753193,-212.97200274467468,258.45980658470114,-1.6680466137450012,1052.903627835008,-263.0290121481578,-212.64115933567254
17.0,-51.74285714285725,1104.0,271.03550487104417,0.0,1055.7604505831912,-264.71485988753193,-212.97200274467468,267.0256437462698,-1.5347975916435812,1048.993399056203,-264.98864881569153,-212.62990564519944
17.6,-54.0428571428572,1104.0,279.77350224563355,0.0,1052.3224972434136,-267.0148598875319,-212.97200274467468,274.4027810492465,-1.9075843072235399,1043.4599849051601,-267.1890664110373,-212.63338219562434
18.3,-56.24285714285725,1104.0,290.4048142451578,0.0,1048.1657273166618,-269.21485988753193,-212.97200274467468,285.2024484336097,-1.4977950322042137,1041.097432214549,-269.4398611337633,-212.7011827120688
18.9,-58.44285714285729,1104.0,299.1619725478996,0.0,1044.47823614561,-271.414859887532,-212.97200274467468,296.34901480479215,-1.3834078159914789,1036.844124732118,-271.72799714774374,-212.68673276936812
19.6,-60.64285714285711,1104.0,309.69567586142443,0.0,1040.0314278771755,-273.6148598875318,-212.97200274467468,305.48862169152676,-1.9540935621111264,1032.4599304632175,-273.82562195124416,-212.60603251131292
20.2,-62.842857142857156,1104.0,318.3663545515251,0.0,1036.0962971265496,-275.81485988753184,-212.97200274467468,314.0894223355389,-1.4918218117127122,1028.052694174666,-276.04610585634185,-212.7104892469122
